,Evento,Inicio,Fin,Parte,Duracion,Jornada,Local,Visitante
358,Partido en juego 055,4820.0,4873.0,1,53.0,13,Independiente,Ferro
359,Partido en juego 056,4959.0,4990.0,1,31.0,13,Independiente,Ferro
360,Partido en juego 057,4988.0,5014.0,1,26.0,13,Independiente,Ferro
361,Partido en juego 058,5016.0,5042.0,1,26.0,13,Independiente,Ferro
362,Partido en juego 059,5042.0,5058.0,1,16.0,13,Independiente,Ferro
363,Partido en juego 060,5054.0,5081.0,1,27.0,13,Independiente,Ferro
364,Partido en juego 061,5079.0,5104.0,1,25.0,13,Independiente,Ferro
365,Partido en juego 062,5106.0,5146.0,1,40.0,13,Independiente,Ferro
366,Partido en juego 063,5155.0,5195.0,1,40.0,13,Independiente,Ferro
367,Partido en juego 064,5188.0,5223.0,1,35.0,13,Independiente,Ferro
368,Partido en juego 065,5225.0,5251.0,1,26.0,13,Independiente,Ferro
369,Partido en juego 066,5272.0,5288.0,1,16.0,13,Independiente,Ferro
370,Partido en juego 067,5308.0,5347.0,1,39.0,13,Independiente,Ferro
371,Partido en juego 068,6176.0,6256.0,2,80.0,13,Independiente,Ferro
372,Partido en juego 069,6256.0,6289.0,2,33.0,13,Independiente,Ferro
373,Partido en juego 070,6300.0,6337.0,2,37.0,13,Independiente,Ferro
374,Partido en juego 071,6336.0,6365.0,2,29.0,13,Independiente,Ferro
375,Partido en juego 072,6367.0,6396.0,2,29.0,13,Independiente,Ferro
376,Partido en juego 073,6397.0,6443.0,2,46.0,13,Independiente,Ferro
377,Partido en juego 074,6448.0,6469.0,2,21.0,13,Independiente,Ferro
378,Partido en juego 075,6471.0,6494.0,2,23.0,13,Independiente,Ferro
379,Partido en juego 076,6491.0,6530.0,2,39.0,13,Independiente,Ferro
380,Partido en juego 077,6528.0,6577.0,2,49.0,13,Independiente,Ferro
381,Partido en juego 078,6587.0,6630.0,2,43.0,13,Independiente,Ferro
382,Partido en juego 079,6633.0,6657.0,2,24.0,13,Independiente,Ferro
383,Partido en juego 080,6657.0,6738.0,2,81.0,13,Independiente,Ferro
384,Partido en juego 081,6739.0,6772.0,2,33.0,13,Independiente,Ferro
385,Partido en juego 082,6767.0,6798.0,2,31.0,13,Independiente,Ferro
386,Partido en juego 083,6799.0,6829.0,2,30.0,13,Independiente,Ferro
387,Partido en juego 084,6837.0,6874.0,2,37.0,13,Independiente,Ferro
388,Partido en juego 085,6903.0,6946.0,2,43.0,13,Independiente,Ferro
389,Partido en juego 086,6941.0,6979.0,2,38.0,13,Independiente,Ferro
390,Partido en juego 087,6972.0,7001.0,2,29.0,13,Independiente,Ferro
391,Partido en juego 088,6996.0,7029.0,2,33.0,13,Independiente,Ferro
392,Partido en juego 089,7032.0,7062.0,2,30.0,13,Independiente,Ferro
393,Partido en juego 090,7058.0,7092.0,2,34.0,13,Independiente,Ferro
394,Partido en juego 091,7090.0,7112.0,2,22.0,13,Independiente,Ferro
395,Partido en juego 092,7106.0,7133.0,2,27.0,13,Independiente,Ferro
396,Partido en juego 093,7163.0,7185.0,2,22.0,13,Independiente,Ferro
397,Partido en juego 094,7182.0,7219.0,2,37.0,13,Independiente,Ferro
398,Partido en juego 095,7213.0,7232.0,2,19.0,13,Independiente,Ferro
399,Partido en juego 096,7235.0,7296.0,2,61.0,13,Independiente,Ferro
400,Partido en juego 097,7357.0,7398.0,2,41.0,13,Independiente,Ferro
401,Partido en juego 098,7396.0,7419.0,2,23.0,13,Independiente,Ferro
402,Partido en juego 099,7420.0,7441.0,2,21.0,13,Independiente,Ferro
403,Partido en juego 100,7547.0,7604.0,2,57.0,13,Independiente,Ferro
404,Partido en juego 101,7632.0,7659.0,2,27.0,13,Independiente,Ferro
405,Partido en juego 102,7652.0,7685.0,2,33.0,13,Independiente,Ferro
406,Partido en juego 103,7685.0,7720.0,2,35.0,13,Independiente,Ferro
407,Partido en juego 104,7724.0,7753.0,2,29.0,13,Independiente,Ferro
408,Partido en juego 105,7790.0,7820.0,2,30.0,13,Independiente,Ferro
409,Partido en juego 106,7813.0,7856.0,2,43.0,13,Independiente,Ferro
410,Partido en juego 107,7852.0,7876.0,2,24.0,13,Independiente,Ferro
411,Partido en juego 108,7884.0,7913.0,2,29.0,13,Independiente,Ferro
412,Partido en juego 109,7917.0,7964.0,2,47.0,13,Independiente,Ferro
413,Partido en juego 110,7960.0,7980.0,2,20.0,13,Independiente,Ferro
414,Partido en juego 111,7986.0,8019.0,2,33.0,13,Independiente,Ferro
415,Partido en juego 112,8013.0,8030.0,2,17.0,13,Independiente,Ferro
416,Partido en juego 113,8059.0,8118.0,2,59.0,13,Independiente,Ferro
417,Partido en juego 114,8155.0,8188.0,2,33.0,13,Independiente,Ferro
418,Partido en juego 115,8206.0,8246.0,2,40.0,13,Independiente,Ferro
419,Partido en juego 116,8441.0,8476.0,2,35.0,13,Independiente,Ferro
420,Partido en juego 117,8473.0,8512.0,2,39.0,13,Independiente,Ferro
421,Partido en juego 118,8515.0,8577.0,2,62.0,13,Independiente,Ferro
422,Partido en juego 119,8569.0,8621.0,2,52.0,13,Independiente,Ferro
423,Partido en juego 120,8686.0,8728.0,2,42.0,13,Independiente,Ferro
424,PARTIDO EN JUEGO 001,0.0,14.0,1,14.0,14,Ferro,Gimnasia
425,PARTIDO EN JUEGO 190,0.0,6.0,1,6.0,14,Ferro,Gimnasia
426,PARTIDO EN JUEGO 002,29.0,39.0,1,10.0,14,Ferro,Gimnasia
427,PARTIDO EN JUEGO 003,44.0,62.0,1,18.0,14,Ferro,Gimnasia
428,PARTIDO EN JUEGO 004,77.0,98.0,1,21.0,14,Ferro,Gimnasia
429,PARTIDO EN JUEGO 005,104.0,122.0,1,18.0,14,Ferro,Gimnasia
430,PARTIDO EN JUEGO 006,155.0,171.0,1,16.0,14,Ferro,Gimnasia
431,PARTIDO EN JUEGO 007,185.0,200.0,1,15.0,14,Ferro,Gimnasia
432,PARTIDO EN JUEGO 008,215.0,219.0,1,4.0,14,Ferro,Gimnasia
433,PARTIDO EN JUEGO 009,229.0,233.0,1,4.0,14,Ferro,Gimnasia
434,PARTIDO EN JUEGO 010,240.0,249.0,1,9.0,14,Ferro,Gimnasia
435,PARTIDO EN JUEGO 011,278.0,286.0,1,8.0,14,Ferro,Gimnasia
436,PARTIDO EN JUEGO 012,295.0,305.0,1,10.0,14,Ferro,Gimnasia
437,PARTIDO EN JUEGO 013,316.0,321.0,1,5.0,14,Ferro,Gimnasia
438,PARTIDO EN JUEGO 014,324.0,330.0,1,6.0,14,Ferro,Gimnasia
439,PARTIDO EN JUEGO 015,336.0,350.0,1,14.0,14,Ferro,Gimnasia
440,PARTIDO EN JUEGO 016,368.0,386.0,1,18.0,14,Ferro,Gimnasia
441,PARTIDO EN JUEGO 017,404.0,407.0,1,3.0,14,Ferro,Gimnasia
442,t,420.0,431.0,1,11.0,14,Ferro,Gimnasia
443,PARTIDO EN JUEGO 019,431.0,466.0,1,35.0,14,Ferro,Gimnasia
444,PARTIDO EN JUEGO 020,483.0,491.0,1,8.0,14,Ferro,Gimnasia
445,PARTIDO EN JUEGO 021,500.0,508.0,1,8.0,14,Ferro,Gimnasia
446,PARTIDO EN JUEGO 022,518.0,526.0,1,8.0,14,Ferro,Gimnasia
447,PARTIDO EN JUEGO 023,552.0,565.0,1,13.0,14,Ferro,Gimnasia
448,PARTIDO EN JUEGO 024,573.0,587.0,1,14.0,14,Ferro,Gimnasia
449,PARTIDO EN JUEGO 025,594.0,603.0,1,9.0,14,Ferro,Gimnasia
450,PARTIDO EN JUEGO 026,615.0,625.0,1,10.0,14,Ferro,Gimnasia
451,PARTIDO EN JUEGO 027,639.0,650.0,1,11.0,14,Ferro,Gimnasia
452,PARTIDO EN JUEGO 028,656.0,663.0,1,7.0,14,Ferro,Gimnasia
453,PARTIDO EN JUEGO 029,725.0,729.0,1,4.0,14,Ferro,Gimnasia
454,PARTIDO EN JUEGO 030,740.0,748.0,1,8.0,14,Ferro,Gimnasia
455,PARTIDO EN JUEGO 031,760.0,769.0,1,9.0,14,Ferro,Gimnasia
456,PARTIDO EN JUEGO 032,770.0,773.0,1,3.0,14,Ferro,Gimnasia
457,PARTIDO EN JUEGO 033,776.0,794.0,1,18.0,14,Ferro,Gimnasia
458,PARTIDO EN JUEGO 034,795.0,798.0,1,3.0,14,Ferro,Gimnasia
459,PARTIDO EN JUEGO 035,826.0,832.0,1,6.0,14,Ferro,Gimnasia
460,PARTIDO EN JUEGO 036,838.0,848.0,1,10.0,14,Ferro,Gimnasia
461,PARTIDO EN JUEGO 037,859.0,881.0,1,22.0,14,Ferro,Gimnasia
462,PARTIDO EN JUEGO 038,897.0,915.0,1,18.0,14,Ferro,Gimnasia
463,PARTIDO EN JUEGO 039,947.0,959.0,1,12.0,14,Ferro,Gimnasia
464,PARTIDO EN JUEGO 040,976.0,984.0,1,8.0,14,Ferro,Gimnasia
465,PARTIDO EN JUEGO 041,1002.0,1023.0,1,21.0,14,Ferro,Gimnasia
466,PARTIDO EN JUEGO 042,1038.0,1046.0,1,8.0,14,Ferro,Gimnasia
467,PARTIDO EN JUEGO 043,1062.0,1067.0,1,5.0,14,Ferro,Gimnasia
468,PARTIDO EN JUEGO 044,1077.0,1091.0,1,14.0,14,Ferro,Gimnasia
469,PARTIDO EN JUEGO 045,1095.0,1107.0,1,12.0,14,Ferro,Gimnasia
470,PARTIDO EN JUEGO 046,1283.0,1303.0,1,20.0,14,Ferro,Gimnasia
471,PARTIDO EN JUEGO 047,1474.0,1496.0,1,22.0,14,Ferro,Gimnasia
472,PARTIDO EN JUEGO 048,1509.0,1519.0,1,10.0,14,Ferro,Gimnasia
473,PARTIDO EN JUEGO 049,1548.0,1561.0,1,13.0,14,Ferro,Gimnasia
474,PARTIDO EN JUEGO 050,1580.0,1586.0,1,6.0,14,Ferro,Gimnasia
475,PARTIDO EN JUEGO 051,1589.0,1607.0,1,18.0,14,Ferro,Gimnasia
476,PARTIDO EN JUEGO 052,1624.0,1629.0,1,5.0,14,Ferro,Gimnasia
477,PARTIDO EN JUEGO 053,1646.0,1656.0,1,10.0,14,Ferro,Gimnasia
478,PARTIDO EN JUEGO 054,1664.0,1678.0,1,14.0,14,Ferro,Gimnasia
479,PARTIDO EN JUEGO 055,1690.0,1698.0,1,8.0,14,Ferro,Gimnasia
480,PARTIDO EN JUEGO 056,1715.0,1718.0,1,3.0,14,Ferro,Gimnasia
481,PARTIDO EN JUEGO 057,1732.0,1739.0,1,7.0,14,Ferro,Gimnasia
482,PARTIDO EN JUEGO 058,1754.0,1766.0,1,12.0,14,Ferro,Gimnasia
483,PARTIDO EN JUEGO 059,1774.0,1781.0,1,7.0,14,Ferro,Gimnasia
484,PARTIDO EN JUEGO 060,1795.0,1799.0,1,4.0,14,Ferro,Gimnasia
485,PARTIDO EN JUEGO 061,1811.0,1823.0,1,12.0,14,Ferro,Gimnasia
486,PARTIDO EN JUEGO 062,1835.0,1873.0,1,38.0,14,Ferro,Gimnasia
487,PARTIDO EN JUEGO 063,1895.0,1915.0,1,20.0,14,Ferro,Gimnasia
488,PARTIDO EN JUEGO 064,1951.0,1967.0,1,16.0,14,Ferro,Gimnasia
489,PARTIDO EN JUEGO 065,2054.0,2066.0,1,12.0,14,Ferro,Gimnasia
490,PARTIDO EN JUEGO 066,2105.0,2116.0,1,11.0,14,Ferro,Gimnasia
491,PARTIDO EN JUEGO 067,2131.0,2154.0,1,23.0,14,Ferro,Gimnasia
492,PARTIDO EN JUEGO 068,2230.0,2238.0,1,8.0,14,Ferro,Gimnasia
493,PARTIDO EN JUEGO 069,2246.0,2258.0,1,12.0,14,Ferro,Gimnasia
494,PARTIDO EN JUEGO 070,2265.0,2271.0,1,6.0,14,Ferro,Gimnasia
495,PARTIDO EN JUEGO 071,2300.0,2310.0,1,10.0,14,Ferro,Gimnasia
496,PARTIDO EN JUEGO 072,2313.0,2322.0,1,9.0,14,Ferro,Gimnasia
497,PARTIDO EN JUEGO 073,2364.0,2386.0,1,22.0,14,Ferro,Gimnasia
498,PARTIDO EN JUEGO 074,2401.0,2407.0,1,6.0,14,Ferro,Gimnasia
499,PARTIDO EN JUEGO 075,2413.0,2425.0,1,12.0,14,Ferro,Gimnasia
500,PARTIDO EN JUEGO 076,2432.0,2437.0,1,5.0,14,Ferro,Gimnasia
501,PARTIDO EN JUEGO 077,2469.0,2495.0,1,26.0,14,Ferro,Gimnasia
502,PARTIDO EN JUEGO 078,2508.0,2527.0,1,19.0,14,Ferro,Gimnasia
503,PARTIDO EN JUEGO 079,2548.0,2554.0,1,6.0,14,Ferro,Gimnasia
504,PARTIDO EN JUEGO 080,2632.0,2643.0,1,11.0,14,Ferro,Gimnasia
505,PARTIDO EN JUEGO 081,2728.0,2737.0,1,9.0,14,Ferro,Gimnasia
506,PARTIDO EN JUEGO 082,2739.0,2758.0,1,19.0,14,Ferro,Gimnasia
507,PARTIDO EN JUEGO 083,2778.0,2792.0,1,14.0,14,Ferro,Gimnasia
508,PARTIDO EN JUEGO 084,2797.0,2807.0,1,10.0,14,Ferro,Gimnasia
509,PARTIDO EN JUEGO 085,2874.0,2880.0,1,6.0,14,Ferro,Gimnasia
510,PARTIDO EN JUEGO 086,2891.0,2905.0,1,14.0,14,Ferro,Gimnasia
511,PARTIDO EN JUEGO 087,2910.0,2920.0,1,10.0,14,Ferro,Gimnasia
512,PARTIDO EN JUEGO 088,2933.0,2947.0,1,14.0,14,Ferro,Gimnasia
513,PARTIDO EN JUEGO 089,3025.0,3030.0,1,5.0,14,Ferro,Gimnasia
514,PARTIDO EN JUEGO 090,3035.0,3047.0,1,12.0,14,Ferro,Gimnasia
515,PARTIDO EN JUEGO 091,3056.0,3063.0,1,7.0,14,Ferro,Gimnasia
516,PARTIDO EN JUEGO 092,3071.0,3085.0,1,14.0,14,Ferro,Gimnasia
517,PARTIDO EN JUEGO 093,3093.0,3106.0,1,13.0,14,Ferro,Gimnasia
518,PARTIDO EN JUEGO 094,3123.0,3126.0,1,3.0,14,Ferro,Gimnasia
519,PARTIDO EN JUEGO 095,3132.0,3144.0,1,12.0,14,Ferro,Gimnasia
520,PARTIDO EN JUEGO 096,3153.0,3181.0,2,28.0,14,Ferro,Gimnasia
521,PARTIDO EN JUEGO 097,3173.0,3184.0,2,11.0,14,Ferro,Gimnasia
522,PARTIDO EN JUEGO 098,3199.0,3209.0,2,10.0,14,Ferro,Gimnasia
523, PARTIDO EN JUEGO 099,3220.0,3247.0,2,27.0,14,Ferro,Gimnasia
524,PARTIDO EN JUEGO 100,3252.0,3270.0,2,18.0,14,Ferro,Gimnasia
525,PARTIDO EN JUEGO 101,3291.0,3298.0,2,7.0,14,Ferro,Gimnasia
526,PARTIDO EN JUEGO 102,3308.0,3317.0,2,9.0,14,Ferro,Gimnasia
527,PARTIDO EN JUEGO 103,3331.0,3345.0,2,14.0,14,Ferro,Gimnasia
528,PARTIDO EN JUEGO 104,3371.0,3396.0,2,25.0,14,Ferro,Gimnasia
529,PARTIDO EN JUEGO 105,3404.0,3418.0,2,14.0,14,Ferro,Gimnasia
530,PARTIDO EN JUEGO 106,3431.0,3440.0,2,9.0,14,Ferro,Gimnasia
531,PARTIDO EN JUEGO 107,3448.0,3458.0,2,10.0,14,Ferro,Gimnasia
532,PARTIDO EN JUEGO 108,3469.0,3481.0,2,12.0,14,Ferro,Gimnasia
533,PARTIDO EN JUEGO 109,3487.0,3496.0,2,9.0,14,Ferro,Gimnasia
534,PARTIDO EN JUEGO 110,3507.0,3511.0,2,4.0,14,Ferro,Gimnasia
535,PARTIDO EN JUEGO 111,3516.0,3523.0,2,7.0,14,Ferro,Gimnasia
536,PARTIDO EN JUEGO 112,3526.0,3535.0,2,9.0,14,Ferro,Gimnasia
537,PARTIDO EN JUEGO 113,3541.0,3564.0,2,23.0,14,Ferro,Gimnasia
538,PARTIDO EN JUEGO 114,3575.0,3584.0,2,9.0,14,Ferro,Gimnasia
539,PARTIDO EN JUEGO 115,3594.0,3605.0,2,11.0,14,Ferro,Gimnasia
540,PARTIDO EN JUEGO 116,3610.0,3642.0,2,32.0,14,Ferro,Gimnasia
541,PARTIDO EN JUEGO 117,3653.0,3695.0,2,42.0,14,Ferro,Gimnasia
542,PARTIDO EN JUEGO 118,3709.0,3715.0,2,6.0,14,Ferro,Gimnasia
543,PARTIDO EN JUEGO 119,3720.0,3770.0,2,50.0,14,Ferro,Gimnasia
544,PARTIDO EN JUEGO 120,3780.0,3791.0,2,11.0,14,Ferro,Gimnasia
545,PARTIDO EN JUEGO 121,3802.0,3811.0,2,9.0,14,Ferro,Gimnasia
546,PARTIDO EN JUEGO 122,3822.0,3853.0,2,31.0,14,Ferro,Gimnasia
547,PARTIDO EN JUEGO 123,3868.0,3877.0,2,9.0,14,Ferro,Gimnasia
548,PARTIDO EN JUEGO 124,3883.0,3901.0,2,18.0,14,Ferro,Gimnasia
549,PARTIDO EN JUEGO 125,3904.0,3925.0,2,21.0,14,Ferro,Gimnasia
550,PARTIDO EN JUEGO 126,3933.0,3954.0,2,21.0,14,Ferro,Gimnasia
551,PARTIDO EN JUEGO 127,4024.0,4043.0,2,19.0,14,Ferro,Gimnasia
552,PARTIDO EN JUEGO 128,4052.0,4072.0,2,20.0,14,Ferro,Gimnasia
553,PARTIDO EN JUEGO 129,4077.0,4083.0,2,6.0,14,Ferro,Gimnasia
554,PARTIDO EN JUEGO 130,4110.0,4115.0,2,5.0,14,Ferro,Gimnasia
555,PARTIDO EN JUEGO 131,4164.0,4170.0,2,6.0,14,Ferro,Gimnasia
556,PARTIDO EN JUEGO 132,4178.0,4195.0,2,17.0,14,Ferro,Gimnasia
557,PARTIDO EN JUEGO 133,4226.0,4235.0,2,9.0,14,Ferro,Gimnasia
558,PARTIDO EN JUEGO 134,4244.0,4249.0,2,5.0,14,Ferro,Gimnasia
559,PARTIDO EN JUEGO 135,4263.0,4266.0,2,3.0,14,Ferro,Gimnasia
560,PARTIDO EN JUEGO 136,4272.0,4279.0,2,7.0,14,Ferro,Gimnasia
561,PARTIDO EN JUEGO 137,4291.0,4302.0,2,11.0,14,Ferro,Gimnasia
562,t,4317.0,4325.0,2,8.0,14,Ferro,Gimnasia
563,PARTIDO EN JUEGO 139,4326.0,4345.0,2,19.0,14,Ferro,Gimnasia
564,PARTIDO EN JUEGO 140,4405.0,4438.0,2,33.0,14,Ferro,Gimnasia
565,PARTIDO EN JUEGO 141,4454.0,4467.0,2,13.0,14,Ferro,Gimnasia
566,PARTIDO EN JUEGO 142,4472.0,4480.0,2,8.0,14,Ferro,Gimnasia
567,PARTIDO EN JUEGO 143,4502.0,4505.0,2,3.0,14,Ferro,Gimnasia
568,PARTIDO EN JUEGO 144,4536.0,4556.0,2,20.0,14,Ferro,Gimnasia
569,PARTIDO EN JUEGO 145,4562.0,4567.0,2,5.0,14,Ferro,Gimnasia
570,PARTIDO EN JUEGO 146,4575.0,4580.0,2,5.0,14,Ferro,Gimnasia
571,PARTIDO EN JUEGO 147,4589.0,4601.0,2,12.0,14,Ferro,Gimnasia
572,PARTIDO EN JUEGO 148,4605.0,4628.0,2,23.0,14,Ferro,Gimnasia
573,PARTIDO EN JUEGO 149,4665.0,4672.0,2,7.0,14,Ferro,Gimnasia
574,PARTIDO EN JUEGO 150,4685.0,4698.0,2,13.0,14,Ferro,Gimnasia
575,PARTIDO EN JUEGO 151,4706.0,4720.0,2,14.0,14,Ferro,Gimnasia
576,PARTIDO EN JUEGO 152,4730.0,4743.0,2,13.0,14,Ferro,Gimnasia
577,PARTIDO EN JUEGO 153,4752.0,4758.0,2,6.0,14,Ferro,Gimnasia
578,PARTIDO EN JUEGO 154,4915.0,4920.0,2,5.0,14,Ferro,Gimnasia
579,PARTIDO EN JUEGO 155,4938.0,4945.0,2,7.0,14,Ferro,Gimnasia
580,PARTIDO EN JUEGO 156,4957.0,4967.0,2,10.0,14,Ferro,Gimnasia
581,PARTIDO EN JUEGO 157,5006.0,5032.0,2,26.0,14,Ferro,Gimnasia
582,PARTIDO EN JUEGO 158,5042.0,5049.0,2,7.0,14,Ferro,Gimnasia
583,PARTIDO EN JUEGO 159,5058.0,5061.0,2,3.0,14,Ferro,Gimnasia
584,PARTIDO EN JUEGO 160,5084.0,5090.0,2,6.0,14,Ferro,Gimnasia
585,PARTIDO EN JUEGO 161,5118.0,5125.0,2,7.0,14,Ferro,Gimnasia
586,PARTIDO EN JUEGO 162,5130.0,5145.0,2,15.0,14,Ferro,Gimnasia
587,PARTIDO EN JUEGO 163,5159.0,5169.0,2,10.0,14,Ferro,Gimnasia
588,PARTIDO EN JUEGO 164,5185.0,5209.0,2,24.0,14,Ferro,Gimnasia
589,PARTIDO EN JUEGO 165,5230.0,5233.0,2,3.0,14,Ferro,Gimnasia
590,PARTIDO EN JUEGO 166,5238.0,5256.0,2,18.0,14,Ferro,Gimnasia
591,PARTIDO EN JUEGO 167,5314.0,5319.0,2,5.0,14,Ferro,Gimnasia
592,PARTIDO EN JUEGO 168,5332.0,5337.0,2,5.0,14,Ferro,Gimnasia
593,PARTIDO EN JUEGO 169,5353.0,5361.0,2,8.0,14,Ferro,Gimnasia
594,PARTIDO EN JUEGO 170,5362.0,5366.0,2,4.0,14,Ferro,Gimnasia
595,PARTIDO EN JUEGO 171,5372.0,5381.0,2,9.0,14,Ferro,Gimnasia
596,PARTIDO EN JUEGO 172,5426.0,5433.0,2,7.0,14,Ferro,Gimnasia
597,PARTIDO EN JUEGO 173,5442.0,5443.0,2,1.0,14,Ferro,Gimnasia
598,PARTIDO EN JUEGO 174,5444.0,5467.0,2,23.0,14,Ferro,Gimnasia
599,PARTIDO EN JUEGO 175,5473.0,5494.0,2,21.0,14,Ferro,Gimnasia
600,PARTIDO EN JUEGO 176,5501.0,5511.0,2,10.0,14,Ferro,Gimnasia
601,PARTIDO EN JUEGO 177,5542.0,5551.0,2,9.0,14,Ferro,Gimnasia
602,PARTIDO EN JUEGO 178,5561.0,5574.0,2,13.0,14,Ferro,Gimnasia
603,PARTIDO EN JUEGO 179,5674.0,5691.0,2,17.0,14,Ferro,Gimnasia
604,PARTIDO EN JUEGO 180,5707.0,5729.0,2,22.0,14,Ferro,Gimnasia
605,PARTIDO EN JUEGO 181,5732.0,5745.0,2,13.0,14,Ferro,Gimnasia
606,PARTIDO EN JUEGO 182,5751.0,5755.0,2,4.0,14,Ferro,Gimnasia
607,PARTIDO EN JUEGO 183,5759.0,5778.0,2,19.0,14,Ferro,Gimnasia
608,PARTIDO EN JUEGO 184,5792.0,5796.0,2,4.0,14,Ferro,Gimnasia
609,PARTIDO EN JUEGO 185,5807.0,5816.0,2,9.0,14,Ferro,Gimnasia
610,PARTIDO EN JUEGO 186,5839.0,5842.0,2,3.0,14,Ferro,Gimnasia
611,PARTIDO EN JUEGO 187,5850.0,5854.0,2,4.0,14,Ferro,Gimnasia
612,PARTIDO EN JUEGO 188,5957.0,5962.0,2,5.0,14,Ferro,Gimnasia
613,PARTIDO EN JUEGO 189,5981.0,5992.0,2,11.0,14,Ferro,Gimnasia
614,PARTIDO EN JUEGO 001,339.0,349.0,1,10.0,16,Ferro,Boca Jrs
615,PARTIDO EN JUEGO 002,358.0,368.0,1,10.0,16,Ferro,Boca Jrs
616,PARTIDO EN JUEGO 003,381.0,384.0,1,3.0,16,Ferro,Boca Jrs
617,PARTIDO EN JUEGO 004,391.0,404.0,1,13.0,16,Ferro,Boca Jrs
618,PARTIDO EN JUEGO 005,413.0,422.0,1,9.0,16,Ferro,Boca Jrs
619,PARTIDO EN JUEGO 006,431.0,451.0,1,20.0,16,Ferro,Boca Jrs
620,PARTIDO EN JUEGO 007,474.0,480.0,1,6.0,16,Ferro,Boca Jrs
621,PARTIDO EN JUEGO 008,493.0,512.0,1,19.0,16,Ferro,Boca Jrs
622,PARTIDO EN JUEGO 009,522.0,548.0,1,26.0,16,Ferro,Boca Jrs
623,PARTIDO EN JUEGO 010,558.0,569.0,1,11.0,16,Ferro,Boca Jrs
624,PARTIDO EN JUEGO 011,592.0,647.0,1,55.0,16,Ferro,Boca Jrs
625,PARTIDO EN JUEGO 012,662.0,675.0,1,13.0,16,Ferro,Boca Jrs
626,PARTIDO EN JUEGO 013,690.0,696.0,1,6.0,16,Ferro,Boca Jrs
627,PARTIDO EN JUEGO 014,708.0,727.0,1,19.0,16,Ferro,Boca Jrs
628,PARTIDO EN JUEGO 015,740.0,752.0,1,12.0,16,Ferro,Boca Jrs
629,PARTIDO EN JUEGO 016,765.0,780.0,1,15.0,16,Ferro,Boca Jrs
630,PARTIDO EN JUEGO 017,787.0,809.0,1,22.0,16,Ferro,Boca Jrs
631,PARTIDO EN JUEGO 018,824.0,830.0,1,6.0,16,Ferro,Boca Jrs
632,PARTIDO EN JUEGO 019,836.0,854.0,1,18.0,16,Ferro,Boca Jrs
633,PARTIDO EN JUEGO 020,874.0,886.0,1,12.0,16,Ferro,Boca Jrs
634,PARTIDO EN JUEGO 021,906.0,927.0,1,21.0,16,Ferro,Boca Jrs
635,PARTIDO EN JUEGO 022,980.0,983.0,1,3.0,16,Ferro,Boca Jrs
636,PARTIDO EN JUEGO 023,994.0,1000.0,1,6.0,16,Ferro,Boca Jrs
637,PARTIDO EN JUEGO 024,1010.0,1024.0,1,14.0,16,Ferro,Boca Jrs
638,PARTIDO EN JUEGO 025,1034.0,1046.0,1,12.0,16,Ferro,Boca Jrs
639,PARTIDO EN JUEGO 026,1069.0,1074.0,1,5.0,16,Ferro,Boca Jrs
640,PARTIDO EN JUEGO 027,1088.0,1097.0,1,9.0,16,Ferro,Boca Jrs
641,PARTIDO EN JUEGO 028,1114.0,1127.0,1,13.0,16,Ferro,Boca Jrs
642,PARTIDO EN JUEGO 029,1139.0,1151.0,1,12.0,16,Ferro,Boca Jrs
643,PARTIDO EN JUEGO 030,1162.0,1185.0,1,23.0,16,Ferro,Boca Jrs
644,PARTIDO EN JUEGO 031,1218.0,1225.0,1,7.0,16,Ferro,Boca Jrs
645,PARTIDO EN JUEGO 032,1231.0,1265.0,1,34.0,16,Ferro,Boca Jrs
646,PARTIDO EN JUEGO 033,1277.0,1285.0,1,8.0,16,Ferro,Boca Jrs
647,PARTIDO EN JUEGO 034,1296.0,1310.0,1,14.0,16,Ferro,Boca Jrs
648,PARTIDO EN JUEGO 035,1345.0,1356.0,1,11.0,16,Ferro,Boca Jrs
649,PARTIDO EN JUEGO 036,1370.0,1393.0,1,23.0,16,Ferro,Boca Jrs
650,PARTIDO EN JUEGO 037,1395.0,1404.0,1,9.0,16,Ferro,Boca Jrs
651,PARTIDO EN JUEGO 038,1419.0,1423.0,1,4.0,16,Ferro,Boca Jrs
652,PARTIDO EN JUEGO 039,1433.0,1442.0,1,9.0,16,Ferro,Boca Jrs
653,PARTIDO EN JUEGO 040,1463.0,1466.0,1,3.0,16,Ferro,Boca Jrs
654,PARTIDO EN JUEGO 041,1474.0,1484.0,1,10.0,16,Ferro,Boca Jrs
655,PARTIDO EN JUEGO 042,1497.0,1505.0,1,8.0,16,Ferro,Boca Jrs
656,PARTIDO EN JUEGO 043,1504.0,1514.0,1,10.0,16,Ferro,Boca Jrs
657,PARTIDO EN JUEGO 044,1534.0,1548.0,1,14.0,16,Ferro,Boca Jrs
658,PARTIDO EN JUEGO 045,1571.0,1574.0,1,3.0,16,Ferro,Boca Jrs
659,PARTIDO EN JUEGO 046,1579.0,1606.0,1,27.0,16,Ferro,Boca Jrs
660,PARTIDO EN JUEGO 047,1619.0,1631.0,1,12.0,16,Ferro,Boca Jrs
661,PARTIDO EN JUEGO 048,1673.0,1677.0,1,4.0,16,Ferro,Boca Jrs
662,PARTIDO EN JUEGO 049,1689.0,1716.0,1,27.0,16,Ferro,Boca Jrs
