,Evento,Inicio,Fin,Parte,Duracion,Jornada,Local,Visitante
979,PARTIDO EN JUEGO 119,3431.0,3439.0,2,8.0,20,América,Ferro
980,PARTIDO EN JUEGO 120,3461.0,3482.0,2,21.0,20,América,Ferro
981,PARTIDO EN JUEGO 121,3484.0,3543.0,2,59.0,20,América,Ferro
982,PARTIDO EN JUEGO 122,3545.0,3561.0,2,16.0,20,América,Ferro
983,PARTIDO EN JUEGO 123,3815.0,3857.0,2,42.0,20,América,Ferro
984,PARTIDO EN JUEGO 124,3864.0,3872.0,2,8.0,20,América,Ferro
985,PARTIDO EN JUEGO 125,3882.0,3949.0,2,67.0,20,América,Ferro
986,PARTIDO EN JUEGO 126,3955.0,3972.0,2,17.0,20,América,Ferro
987,PARTIDO EN JUEGO 127,3985.0,3993.0,2,8.0,20,América,Ferro
988,t,4014.0,4065.0,2,51.0,20,América,Ferro
989,PARTIDO EN JUEGO 129,4066.0,4075.0,2,9.0,20,América,Ferro
990,PARTIDO EN JUEGO 130,4090.0,4095.0,2,5.0,20,América,Ferro
991,PARTIDO EN JUEGO 131,4103.0,4116.0,2,13.0,20,América,Ferro
992,PARTIDO EN JUEGO 132,4123.0,4134.0,2,11.0,20,América,Ferro
993,PARTIDO EN JUEGO 133,4137.0,4142.0,2,5.0,20,América,Ferro
994,PARTIDO EN JUEGO 134,4253.0,4309.0,2,56.0,20,América,Ferro
995,PARTIDO EN JUEGO 135,4313.0,4329.0,2,16.0,20,América,Ferro
996,PARTIDO EN JUEGO 136,4330.0,4341.0,2,11.0,20,América,Ferro
997,PARTIDO EN JUEGO 137,4344.0,4353.0,2,9.0,20,América,Ferro
998,PARTIDO EN JUEGO 138,4355.0,4361.0,2,6.0,20,América,Ferro
999,PARTIDO EN JUEGO 139,4370.0,4379.0,2,9.0,20,América,Ferro
1000,PARTIDO EN JUEGO 140,4386.0,4413.0,2,27.0,20,América,Ferro
1001,PARTIDO EN JUEGO 141,4416.0,4425.0,2,9.0,20,América,Ferro
1002,PARTIDO EN JUEGO 142,4441.0,4457.0,2,16.0,20,América,Ferro
1003,PARTIDO EN JUEGO 143,4458.0,4476.0,2,18.0,20,América,Ferro
1004,Partido en juego 001,1696.0,1706.0,1,10.0,21,Racing,Ferro
1005,Partido en juego 002,1698.0,1738.0,1,40.0,21,Racing,Ferro
1006,Partido en juego 003,1858.0,1885.0,1,27.0,21,Racing,Ferro
1007,Partido en juego 004,1880.0,1908.0,1,28.0,21,Racing,Ferro
1008,Partido en juego 005,1907.0,1946.0,1,39.0,21,Racing,Ferro
1009,Partido en juego 006,1953.0,1978.0,1,25.0,21,Racing,Ferro
1010,Partido en juego 007,1982.0,2011.0,1,29.0,21,Racing,Ferro
1011,Partido en juego 008,2017.0,2044.0,1,27.0,21,Racing,Ferro
1012,Partido en juego 009,2040.0,2061.0,1,21.0,21,Racing,Ferro
1013,Partido en juego 010,2058.0,2077.0,1,19.0,21,Racing,Ferro
1014,Partido en juego 011,2069.0,2089.0,1,20.0,21,Racing,Ferro
1015,Partido en juego 012,2090.0,2114.0,1,24.0,21,Racing,Ferro
1016,Partido en juego 013,2119.0,2138.0,1,19.0,21,Racing,Ferro
1017,Partido en juego 014,2139.0,2189.0,1,50.0,21,Racing,Ferro
1018,Partido en juego 015,2189.0,2224.0,1,35.0,21,Racing,Ferro
1019,Partido en juego 016,2223.0,2260.0,1,37.0,21,Racing,Ferro
1020,Partido en juego 017,2256.0,2284.0,1,28.0,21,Racing,Ferro
1021,Partido en juego 018,2289.0,2311.0,1,22.0,21,Racing,Ferro
1022,Partido en juego 019,2308.0,2352.0,1,44.0,21,Racing,Ferro
1023,Partido en juego 020,2361.0,2379.0,1,18.0,21,Racing,Ferro
1024,Partido en juego 021,2372.0,2407.0,1,35.0,21,Racing,Ferro
1025,Partido en juego 022,2427.0,2458.0,1,31.0,21,Racing,Ferro
1026,Partido en juego 023,2452.0,2490.0,1,38.0,21,Racing,Ferro
1027,Partido en juego 024,2495.0,2532.0,1,37.0,21,Racing,Ferro
1028,Partido en juego 025,2543.0,2572.0,1,29.0,21,Racing,Ferro
1029,Partido en juego 026,2568.0,2609.0,1,41.0,21,Racing,Ferro
1030,Partido en juego 027,2613.0,2635.0,1,22.0,21,Racing,Ferro
1031,Partido en juego 028,2631.0,2699.0,1,68.0,21,Racing,Ferro
1032,Partido en juego 029,2762.0,2778.0,1,16.0,21,Racing,Ferro
1033,Partido en juego 030,2772.0,2804.0,1,32.0,21,Racing,Ferro
1034,Partido en juego 031,2810.0,2843.0,1,33.0,21,Racing,Ferro
1035,Partido en juego 032,2840.0,2863.0,1,23.0,21,Racing,Ferro
1036,Partido en juego 033,2858.0,2882.0,1,24.0,21,Racing,Ferro
1037,Partido en juego 034,2883.0,2902.0,1,19.0,21,Racing,Ferro
1038,Partido en juego 035,2930.0,2964.0,1,34.0,21,Racing,Ferro
1039,Partido en juego 036,2961.0,2989.0,1,28.0,21,Racing,Ferro
1040,Partido en juego 037,2998.0,3024.0,1,26.0,21,Racing,Ferro
1041,Partido en juego 038,3023.0,3057.0,1,34.0,21,Racing,Ferro
1042,Partido en juego 039,3058.0,3088.0,1,30.0,21,Racing,Ferro
1043,Partido en juego 040,3102.0,3133.0,1,31.0,21,Racing,Ferro
1044,Partido en juego 041,3144.0,3164.0,1,20.0,21,Racing,Ferro
1045,Partido en juego 042,3246.0,3269.0,1,23.0,21,Racing,Ferro
1046,Partido en juego 043,3266.0,3286.0,1,20.0,21,Racing,Ferro
1047,Partido en juego 044,3283.0,3302.0,1,19.0,21,Racing,Ferro
1048,Partido en juego 045,3296.0,3319.0,1,23.0,21,Racing,Ferro
1049,Partido en juego 046,3318.0,3353.0,1,35.0,21,Racing,Ferro
1050,Partido en juego 047,3345.0,3371.0,1,26.0,21,Racing,Ferro
1051,Partido en juego 048,3389.0,3440.0,1,51.0,21,Racing,Ferro
1052,Partido en juego 049,3454.0,3493.0,1,39.0,21,Racing,Ferro
1053,Partido en juego 050,3497.0,3526.0,1,29.0,21,Racing,Ferro
1054,Partido en juego 051,3524.0,3553.0,1,29.0,21,Racing,Ferro
1055,Partido en juego 052,3560.0,3582.0,1,22.0,21,Racing,Ferro
1056,Partido en juego 053,3587.0,3612.0,1,25.0,21,Racing,Ferro
1057,Partido en juego 054,3624.0,3643.0,1,19.0,21,Racing,Ferro
1058,Partido en juego 055,3641.0,3666.0,1,25.0,21,Racing,Ferro
1059,Partido en juego 056,3696.0,3721.0,1,25.0,21,Racing,Ferro
1060,Partido en juego 057,3723.0,3805.0,1,82.0,21,Racing,Ferro
1061,Partido en juego 058,3798.0,3835.0,1,37.0,21,Racing,Ferro
1062,Partido en juego 059,3900.0,3919.0,1,19.0,21,Racing,Ferro
1063,Partido en juego 060,4777.0,4812.0,2,35.0,21,Racing,Ferro
1064,Partido en juego 061,4817.0,4856.0,2,39.0,21,Racing,Ferro
1065,Partido en juego 062,4913.0,4955.0,2,42.0,21,Racing,Ferro
1066,Partido en juego 063,4977.0,5009.0,2,32.0,21,Racing,Ferro
1067,Partido en juego 064,5002.0,5029.0,2,27.0,21,Racing,Ferro
1068,Partido en juego 065,5022.0,5053.0,2,31.0,21,Racing,Ferro
1069,Partido en juego 066,5049.0,5074.0,2,25.0,21,Racing,Ferro
1070,Partido en juego 067,5083.0,5106.0,2,23.0,21,Racing,Ferro
1071,Partido en juego 068,5104.0,5146.0,2,42.0,21,Racing,Ferro
1072,Partido en juego 069,5152.0,5179.0,2,27.0,21,Racing,Ferro
1073,Partido en juego 070,5194.0,5227.0,2,33.0,21,Racing,Ferro
1074,Partido en juego 071,5264.0,5291.0,2,27.0,21,Racing,Ferro
1075,Partido en juego 072,5283.0,5316.0,2,33.0,21,Racing,Ferro
1076,Partido en juego 073,5342.0,5370.0,2,28.0,21,Racing,Ferro
1077,Partido en juego 074,5364.0,5381.0,2,17.0,21,Racing,Ferro
1078,Partido en juego 075,5403.0,5429.0,2,26.0,21,Racing,Ferro
1079,Partido en juego 076,5429.0,5473.0,2,44.0,21,Racing,Ferro
1080,Partido en juego 077,5470.0,5494.0,2,24.0,21,Racing,Ferro
1081,Partido en juego 078,5496.0,5519.0,2,23.0,21,Racing,Ferro
1082,Partido en juego 079,5515.0,5593.0,2,78.0,21,Racing,Ferro
1083,Partido en juego 080,5596.0,5642.0,2,46.0,21,Racing,Ferro
1084,Partido en juego 081,5653.0,5674.0,2,21.0,21,Racing,Ferro
1085,Partido en juego 082,5678.0,5695.0,2,17.0,21,Racing,Ferro
1086,Partido en juego 083,5696.0,5719.0,2,23.0,21,Racing,Ferro
1087,Partido en juego 084,5728.0,5744.0,2,16.0,21,Racing,Ferro
1088,Partido en juego 085,5751.0,5806.0,2,55.0,21,Racing,Ferro
1089,Partido en juego 086,5836.0,5861.0,2,25.0,21,Racing,Ferro
1090,Partido en juego 087,5872.0,5904.0,2,32.0,21,Racing,Ferro
1091,Partido en juego 088,5909.0,5929.0,2,20.0,21,Racing,Ferro
1092,Partido en juego 089,5939.0,6020.0,2,81.0,21,Racing,Ferro
1093,Partido en juego 090,6046.0,6083.0,2,37.0,21,Racing,Ferro
1094,Partido en juego 091,6104.0,6157.0,2,53.0,21,Racing,Ferro
1095,Partido en juego 092,6181.0,6216.0,2,35.0,21,Racing,Ferro
1096,Partido en juego 093,6225.0,6246.0,2,21.0,21,Racing,Ferro
1097,Partido en juego 094,6267.0,6310.0,2,43.0,21,Racing,Ferro
1098,Partido en juego 095,6314.0,6344.0,2,30.0,21,Racing,Ferro
1099,Partido en juego 096,6368.0,6418.0,2,50.0,21,Racing,Ferro
1100,Partido en juego 097,6412.0,6431.0,2,19.0,21,Racing,Ferro
1101,Partido en juego 098,6525.0,6579.0,2,54.0,21,Racing,Ferro
1102,Partido en juego 099,6588.0,6613.0,2,25.0,21,Racing,Ferro
1103,Partido en juego 100,6617.0,6640.0,2,23.0,21,Racing,Ferro
1104,Partido en juego 101,6711.0,6747.0,2,36.0,21,Racing,Ferro
1105,Partido en juego 102,6755.0,6782.0,2,27.0,21,Racing,Ferro
1106,Partido en juego 103,6789.0,6821.0,2,32.0,21,Racing,Ferro
1107,Partido en juego 104,6826.0,6857.0,2,31.0,21,Racing,Ferro
1108,Partido en juego 105,6882.0,6905.0,2,23.0,21,Racing,Ferro
1109,Partido en juego 106,6919.0,6948.0,2,29.0,21,Racing,Ferro
1110,Partido en juego 107,6955.0,7000.0,2,45.0,21,Racing,Ferro
1111,Partido en juego 108,7035.0,7060.0,2,25.0,21,Racing,Ferro
1112,Partido en juego 109,7059.0,7083.0,2,24.0,21,Racing,Ferro
1113,Partido en juego 110,7155.0,7175.0,2,20.0,21,Racing,Ferro
1114,Partido en juego 111,7176.0,7222.0,2,46.0,21,Racing,Ferro
1115,Partido en juego 112,7220.0,7248.0,2,28.0,21,Racing,Ferro
1116,Partido en juego 001,0.0,30.0,1,30.0,22,Ferro,Pinocho
1117,Partido en juego 002,26.0,56.0,1,30.0,22,Ferro,Pinocho
1118,Partido en juego 003,49.0,79.0,1,30.0,22,Ferro,Pinocho
1119,Partido en juego 004,90.0,116.0,1,26.0,22,Ferro,Pinocho
1120,Partido en juego 005,118.0,140.0,1,22.0,22,Ferro,Pinocho
1121,Partido en juego 006,143.0,155.0,1,12.0,22,Ferro,Pinocho
1122,Partido en juego 007,153.0,179.0,1,26.0,22,Ferro,Pinocho
1123,Partido en juego 008,189.0,204.0,1,15.0,22,Ferro,Pinocho
1124,Partido en juego 009,214.0,274.0,1,60.0,22,Ferro,Pinocho
1125,Partido en juego 010,305.0,340.0,1,35.0,22,Ferro,Pinocho
1126,Partido en juego 011,359.0,379.0,1,20.0,22,Ferro,Pinocho
1127,Partido en juego 012,416.0,429.0,1,13.0,22,Ferro,Pinocho
1128,Partido en juego 013,446.0,477.0,1,31.0,22,Ferro,Pinocho
1129,Partido en juego 014,505.0,519.0,1,14.0,22,Ferro,Pinocho
1130,Partido en juego 015,517.0,531.0,1,14.0,22,Ferro,Pinocho
1131,Partido en juego 016,532.0,556.0,1,24.0,22,Ferro,Pinocho
1132,Partido en juego 017,559.0,579.0,1,20.0,22,Ferro,Pinocho
1133,Partido en juego 018,597.0,609.0,1,12.0,22,Ferro,Pinocho
1134,Partido en juego 019,617.0,630.0,1,13.0,22,Ferro,Pinocho
1135,Partido en juego 020,635.0,648.0,1,13.0,22,Ferro,Pinocho
1136,Partido en juego 021,648.0,673.0,1,25.0,22,Ferro,Pinocho
1137,Partido en juego 022,673.0,689.0,1,16.0,22,Ferro,Pinocho
1138,Partido en juego 023,723.0,737.0,1,14.0,22,Ferro,Pinocho
1139,Partido en juego 024,751.0,769.0,1,18.0,22,Ferro,Pinocho
1140,Partido en juego 025,793.0,816.0,1,23.0,22,Ferro,Pinocho
1141,Partido en juego 026,819.0,850.0,1,31.0,22,Ferro,Pinocho
1142,Partido en juego 027,861.0,897.0,1,36.0,22,Ferro,Pinocho
1143,Partido en juego 028,904.0,934.0,1,30.0,22,Ferro,Pinocho
1144,Partido en juego 029,947.0,959.0,1,12.0,22,Ferro,Pinocho
1145,Partido en juego 030,958.0,990.0,1,32.0,22,Ferro,Pinocho
1146,Partido en juego 031,992.0,1004.0,1,12.0,22,Ferro,Pinocho
1147,Partido en juego 032,1010.0,1036.0,1,26.0,22,Ferro,Pinocho
1148,Partido en juego 033,1035.0,1053.0,1,18.0,22,Ferro,Pinocho
1149,Partido en juego 034,1053.0,1085.0,1,32.0,22,Ferro,Pinocho
1150,Partido en juego 035,1095.0,1115.0,1,20.0,22,Ferro,Pinocho
1151,Partido en juego 036,1117.0,1138.0,1,21.0,22,Ferro,Pinocho
1152,Partido en juego 037,1136.0,1156.0,1,20.0,22,Ferro,Pinocho
1153,Partido en juego 038,1161.0,1175.0,1,14.0,22,Ferro,Pinocho
1154,Partido en juego 039,1168.0,1192.0,1,24.0,22,Ferro,Pinocho
1155,Partido en juego 040,1200.0,1223.0,1,23.0,22,Ferro,Pinocho
1156,Partido en juego 041,1214.0,1232.0,1,18.0,22,Ferro,Pinocho
1157,Partido en juego 042,1229.0,1256.0,1,27.0,22,Ferro,Pinocho
1158,Partido en juego 043,1272.0,1285.0,1,13.0,22,Ferro,Pinocho
1159,Partido en juego 044,1301.0,1330.0,1,29.0,22,Ferro,Pinocho
1160,Partido en juego 045,1332.0,1376.0,1,44.0,22,Ferro,Pinocho
1161,Partido en juego 046,1381.0,1399.0,1,18.0,22,Ferro,Pinocho
1162,Partido en juego 047,1394.0,1435.0,1,41.0,22,Ferro,Pinocho
1163,Partido en juego 048,1447.0,1466.0,1,19.0,22,Ferro,Pinocho
1164,Partido en juego 049,1522.0,1556.0,1,34.0,22,Ferro,Pinocho
1165,Partido en juego 050,1571.0,1606.0,1,35.0,22,Ferro,Pinocho
1166,Partido en juego 051,1622.0,1635.0,1,13.0,22,Ferro,Pinocho
1167,Partido en juego 052,1643.0,1668.0,1,25.0,22,Ferro,Pinocho
1168,Partido en juego 053,1674.0,1687.0,1,13.0,22,Ferro,Pinocho
1169,Partido en juego 054,1687.0,1700.0,1,13.0,22,Ferro,Pinocho
1170,Partido en juego 055,1704.0,1727.0,1,23.0,22,Ferro,Pinocho
1171,Partido en juego 056,1740.0,1759.0,1,19.0,22,Ferro,Pinocho
1172,Partido en juego 057,1755.0,1785.0,1,30.0,22,Ferro,Pinocho
1173,Partido en juego 058,1807.0,1823.0,1,16.0,22,Ferro,Pinocho
1174,Partido en juego 059,1823.0,1848.0,1,25.0,22,Ferro,Pinocho
1175,Partido en juego 060,1851.0,1922.0,1,71.0,22,Ferro,Pinocho
1176,Partido en juego 061,1963.0,1983.0,1,20.0,22,Ferro,Pinocho
1177, ,2008.0,2041.0,1,33.0,22,Ferro,Pinocho
1178,Partido en juego 063,2073.0,2094.0,1,21.0,22,Ferro,Pinocho
1179,Partido en juego 064,2177.0,2189.0,1,12.0,22,Ferro,Pinocho
1180,Partido en juego 065,2187.0,2248.0,1,61.0,22,Ferro,Pinocho
1181,Partido en juego 066,2284.0,2297.0,1,13.0,22,Ferro,Pinocho
1182,Partido en juego 067,2301.0,2315.0,1,14.0,22,Ferro,Pinocho
1183,Partido en juego 068,2309.0,2359.0,1,50.0,22,Ferro,Pinocho
1184,Partido en juego 069,2466.0,2495.0,1,29.0,22,Ferro,Pinocho
1185,Partido en juego 070,2564.0,2576.0,1,12.0,22,Ferro,Pinocho
1186,Partido en juego 071,2574.0,2602.0,1,28.0,22,Ferro,Pinocho
1187,Partido en juego 072,2601.0,2627.0,1,26.0,22,Ferro,Pinocho
1188,Partido en juego 073,2639.0,2651.0,1,12.0,22,Ferro,Pinocho
1189,Partido en juego 074,2661.0,2674.0,1,13.0,22,Ferro,Pinocho
1190,Partido en juego 075,2680.0,2695.0,1,15.0,22,Ferro,Pinocho
1191,Partido en juego 076,2713.0,2731.0,2,18.0,22,Ferro,Pinocho
1192,Partido en juego 077,2732.0,2779.0,2,47.0,22,Ferro,Pinocho
1193,Partido en juego 078,2782.0,2798.0,2,16.0,22,Ferro,Pinocho
1194,Partido en juego 079,2799.0,2819.0,2,20.0,22,Ferro,Pinocho
1195,Partido en juego 080,2885.0,2904.0,2,19.0,22,Ferro,Pinocho
1196,Partido en juego 081,2901.0,2948.0,2,47.0,22,Ferro,Pinocho
1197,Partido en juego 082,2963.0,2984.0,2,21.0,22,Ferro,Pinocho
1198,Partido en juego 083,2991.0,3022.0,2,31.0,22,Ferro,Pinocho
1199,Partido en juego 084,3036.0,3052.0,2,16.0,22,Ferro,Pinocho
1200,Partido en juego 085,3063.0,3097.0,2,34.0,22,Ferro,Pinocho
1201,Partido en juego 086,3092.0,3115.0,2,23.0,22,Ferro,Pinocho
1202, ,3151.0,3163.0,2,12.0,22,Ferro,Pinocho
1203,Partido en juego 088,3168.0,3185.0,2,17.0,22,Ferro,Pinocho
1204,Partido en juego 089,3185.0,3207.0,2,22.0,22,Ferro,Pinocho
1205,Partido en juego 090,3213.0,3227.0,2,14.0,22,Ferro,Pinocho
1206,Partido en juego 091,3222.0,3242.0,2,20.0,22,Ferro,Pinocho
1207,Partido en juego 092,3248.0,3261.0,2,13.0,22,Ferro,Pinocho
1208,Partido en juego 093,3274.0,3291.0,2,17.0,22,Ferro,Pinocho
1209,Partido en juego 094,3319.0,3335.0,2,16.0,22,Ferro,Pinocho
1210,Partido en juego 095,3335.0,3383.0,2,48.0,22,Ferro,Pinocho
1211,Partido en juego 096,3391.0,3409.0,2,18.0,22,Ferro,Pinocho
1212,Partido en juego 097,3416.0,3434.0,2,18.0,22,Ferro,Pinocho
1213,Partido en juego 098,3431.0,3442.0,2,11.0,22,Ferro,Pinocho
1214,Partido en juego 099,3459.0,3477.0,2,18.0,22,Ferro,Pinocho
1215,Partido en juego 100,3501.0,3515.0,2,14.0,22,Ferro,Pinocho
1216,Partido en juego 101,3518.0,3539.0,2,21.0,22,Ferro,Pinocho
1217,Partido en juego 102,3537.0,3572.0,2,35.0,22,Ferro,Pinocho
1218,Partido en juego 103,3563.0,3584.0,2,21.0,22,Ferro,Pinocho
1219,Partido en juego 104,3592.0,3612.0,2,20.0,22,Ferro,Pinocho
1220,Partido en juego 105,3628.0,3643.0,2,15.0,22,Ferro,Pinocho
1221,Partido en juego 106,3659.0,3697.0,2,38.0,22,Ferro,Pinocho
1222,Partido en juego 107,3695.0,3717.0,2,22.0,22,Ferro,Pinocho
1223,Partido en juego 108,3784.0,3797.0,2,13.0,22,Ferro,Pinocho
1224,Partido en juego 109,3800.0,3824.0,2,24.0,22,Ferro,Pinocho
1225,Partido en juego 110,3827.0,3854.0,2,27.0,22,Ferro,Pinocho
1226,Partido en juego 111,3872.0,3892.0,2,20.0,22,Ferro,Pinocho
1227,Partido en juego 112,3897.0,3917.0,2,20.0,22,Ferro,Pinocho
1228,Partido en juego 113,3926.0,3939.0,2,13.0,22,Ferro,Pinocho
1229,Partido en juego 114,3937.0,3955.0,2,18.0,22,Ferro,Pinocho
1230,Partido en juego 115,3968.0,3979.0,2,11.0,22,Ferro,Pinocho
1231,Partido en juego 116,4019.0,4054.0,2,35.0,22,Ferro,Pinocho
1232,Partido en juego 117,4066.0,4097.0,2,31.0,22,Ferro,Pinocho
1233,Partido en juego 118,4098.0,4124.0,2,26.0,22,Ferro,Pinocho
1234,Partido en juego 119,4158.0,4171.0,2,13.0,22,Ferro,Pinocho
1235,Partido en juego 120,4163.0,4181.0,2,18.0,22,Ferro,Pinocho
1236,Partido en juego 121,4181.0,4199.0,2,18.0,22,Ferro,Pinocho
1237,Partido en juego 122,4218.0,4243.0,2,25.0,22,Ferro,Pinocho
1238,Partido en juego 123,4296.0,4324.0,2,28.0,22,Ferro,Pinocho
1239,Partido en juego 124,4323.0,4343.0,2,20.0,22,Ferro,Pinocho
1240, ,4339.0,4358.0,2,19.0,22,Ferro,Pinocho
1241,Partido en juego 126,4350.0,4364.0,2,14.0,22,Ferro,Pinocho
1242,Partido en juego 127,4382.0,4435.0,2,53.0,22,Ferro,Pinocho
1243,Partido en juego 128,4438.0,4458.0,2,20.0,22,Ferro,Pinocho
1244,Partido en juego 129,4571.0,4584.0,2,13.0,22,Ferro,Pinocho
1245,Partido en juego 130,4596.0,4609.0,2,13.0,22,Ferro,Pinocho
1246,Partido en juego 131,4607.0,4619.0,2,12.0,22,Ferro,Pinocho
1247,Partido en juego 132,4621.0,4635.0,2,14.0,22,Ferro,Pinocho
1248,Partido en juego 133,4633.0,4650.0,2,17.0,22,Ferro,Pinocho
1249,Partido en juego 134,4649.0,4665.0,2,16.0,22,Ferro,Pinocho
1250,Partido en juego 135,4668.0,4685.0,2,17.0,22,Ferro,Pinocho
1251,Partido en juego 136,4692.0,4709.0,2,17.0,22,Ferro,Pinocho
1252,Partido en juego 137,4711.0,4739.0,2,28.0,22,Ferro,Pinocho
1253,Partido en juego 138,4750.0,4761.0,2,11.0,22,Ferro,Pinocho
1254,Partido en juego 139,4764.0,4784.0,2,20.0,22,Ferro,Pinocho
1255,Partido en juego 140,4787.0,4812.0,2,25.0,22,Ferro,Pinocho
1256,Partido en juego 141,4822.0,4836.0,2,14.0,22,Ferro,Pinocho
1257,Partido en juego 142,4914.0,4949.0,2,35.0,22,Ferro,Pinocho
1258,Partido en juego 143,4964.0,4986.0,2,22.0,22,Ferro,Pinocho
1259,Partido en juego 144,4977.0,4991.0,2,14.0,22,Ferro,Pinocho
1260,Partido en juego 145,4998.0,5018.0,2,20.0,22,Ferro,Pinocho
1261,Partido en juego 146,5014.0,5031.0,2,17.0,22,Ferro,Pinocho
1262,Partido en juego 147,5029.0,5060.0,2,31.0,22,Ferro,Pinocho
1263,Partido en juego 148,5061.0,5083.0,2,22.0,22,Ferro,Pinocho
1264,Partido en juego 149,5078.0,5098.0,2,20.0,22,Ferro,Pinocho
1265,Partido en juego 150,5096.0,5117.0,2,21.0,22,Ferro,Pinocho
1266,Partido en juego 151,5201.0,5214.0,2,13.0,22,Ferro,Pinocho
1267, ,5214.0,5233.0,2,19.0,22,Ferro,Pinocho
1268,Partido en juego 153,5247.0,5268.0,2,21.0,22,Ferro,Pinocho
1269,Partido en juego 154,5265.0,5285.0,2,20.0,22,Ferro,Pinocho
1270,Partido en juego 155,5282.0,5298.0,2,16.0,22,Ferro,Pinocho
1271,Partido en juego 156,5326.0,5344.0,2,18.0,22,Ferro,Pinocho
1272,Partido en juego 157,5361.0,5378.0,2,17.0,22,Ferro,Pinocho
1273,Partido en juego 158,5374.0,5405.0,2,31.0,22,Ferro,Pinocho
1274,Partido en juego 001,1.0,11.0,1,10.0,25,Jorge Newbery,Ferro
1275,Partido en juego 002,7.0,36.0,1,29.0,25,Jorge Newbery,Ferro
1276,Partido en juego 003,31.0,57.0,1,26.0,25,Jorge Newbery,Ferro
1277,Partido en juego 004,57.0,70.0,1,13.0,25,Jorge Newbery,Ferro
1278,Partido en juego 005,67.0,84.0,1,17.0,25,Jorge Newbery,Ferro
1279,Partido en juego 006,78.0,99.0,1,21.0,25,Jorge Newbery,Ferro
1280,Partido en juego 007,102.0,117.0,1,15.0,25,Jorge Newbery,Ferro
1281,Partido en juego 008,117.0,135.0,1,18.0,25,Jorge Newbery,Ferro
1282,Partido en juego 009,128.0,153.0,1,25.0,25,Jorge Newbery,Ferro
1283,Partido en juego 010,162.0,196.0,1,34.0,25,Jorge Newbery,Ferro
1284,Partido en juego 011,197.0,225.0,1,28.0,25,Jorge Newbery,Ferro
1285,Partido en juego 012,228.0,255.0,1,27.0,25,Jorge Newbery,Ferro
1286,Partido en juego 013,261.0,291.0,1,30.0,25,Jorge Newbery,Ferro
1287,Partido en juego 014,289.0,312.0,1,23.0,25,Jorge Newbery,Ferro
1288,Partido en juego 015,312.0,334.0,1,22.0,25,Jorge Newbery,Ferro
1289,Partido en juego 016,329.0,352.0,1,23.0,25,Jorge Newbery,Ferro
1290,Partido en juego 017,344.0,363.0,1,19.0,25,Jorge Newbery,Ferro
1291,Partido en juego 018,401.0,423.0,1,22.0,25,Jorge Newbery,Ferro
1292,Partido en juego 019,429.0,458.0,1,29.0,25,Jorge Newbery,Ferro
1293,Partido en juego 020,456.0,493.0,1,37.0,25,Jorge Newbery,Ferro
1294,Partido en juego 021,494.0,532.0,1,38.0,25,Jorge Newbery,Ferro
1295,Partido en juego 022,530.0,559.0,1,29.0,25,Jorge Newbery,Ferro
1296,Partido en juego 023,557.0,586.0,1,29.0,25,Jorge Newbery,Ferro
1297,Partido en juego 024,583.0,613.0,1,30.0,25,Jorge Newbery,Ferro
1298,Partido en juego 025,607.0,627.0,1,20.0,25,Jorge Newbery,Ferro
1299,Partido en juego 026,631.0,649.0,1,18.0,25,Jorge Newbery,Ferro
1300,Partido en juego 027,660.0,679.0,1,19.0,25,Jorge Newbery,Ferro
1301,Partido en juego 028,679.0,710.0,1,31.0,25,Jorge Newbery,Ferro
1302,Partido en juego 029,707.0,743.0,1,36.0,25,Jorge Newbery,Ferro
1303,Partido en juego 030,746.0,769.0,1,23.0,25,Jorge Newbery,Ferro
1304,Partido en juego 031,765.0,788.0,1,23.0,25,Jorge Newbery,Ferro
1305,Partido en juego 032,786.0,809.0,1,23.0,25,Jorge Newbery,Ferro
1306,Partido en juego 033,806.0,826.0,1,20.0,25,Jorge Newbery,Ferro
1307,Partido en juego 034,823.0,852.0,1,29.0,25,Jorge Newbery,Ferro
1308,Partido en juego 035,855.0,876.0,1,21.0,25,Jorge Newbery,Ferro
1309,Partido en juego 036,876.0,933.0,1,57.0,25,Jorge Newbery,Ferro
1310,Partido en juego 037,942.0,975.0,1,33.0,25,Jorge Newbery,Ferro
1311,Partido en juego 038,980.0,1027.0,1,47.0,25,Jorge Newbery,Ferro
1312,Partido en juego 039,1027.0,1049.0,1,22.0,25,Jorge Newbery,Ferro
1313,Partido en juego 040,1063.0,1095.0,1,32.0,25,Jorge Newbery,Ferro
1314,Partido en juego 041,1090.0,1119.0,1,29.0,25,Jorge Newbery,Ferro
1315,Partido en juego 042,1122.0,1153.0,1,31.0,25,Jorge Newbery,Ferro
1316,Partido en juego 043,1164.0,1200.0,1,36.0,25,Jorge Newbery,Ferro
1317,Partido en juego 044,1209.0,1242.0,1,33.0,25,Jorge Newbery,Ferro
1318,Partido en juego 045,1251.0,1288.0,1,37.0,25,Jorge Newbery,Ferro
1319,Partido en juego 046,1315.0,1340.0,1,25.0,25,Jorge Newbery,Ferro
1320,Partido en juego 047,1341.0,1364.0,1,23.0,25,Jorge Newbery,Ferro
1321,Partido en juego 049,1382.0,1404.0,1,22.0,25,Jorge Newbery,Ferro
1322,Partido en juego 048,1385.0,1405.0,1,20.0,25,Jorge Newbery,Ferro
1323,Partido en juego 050,1398.0,1426.0,1,28.0,25,Jorge Newbery,Ferro
